time	culture 1	culture 2	culture 3	culture 4	culture 5	culture 6	phage_vial 1	phage_vial 2	phage_vial 3
12.14400339126587	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
136.4889154434204	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
260.86048913002014	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
385.19192337989807	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
509.4960207939148	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
633.8662753105164	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
758.2338490486145	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
882.6028876304626	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1006.8871350288391	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1131.252359867096	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1255.5918610095978	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1379.963609457016	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1504.311758518219	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1628.6141366958618	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1752.986158132553	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
1877.2870411872864	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2001.6553721427917	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2126.024880170822	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2250.3959057331085	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2374.7387998104095	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2499.108934402466	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2623.4803116321564	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2747.85058760643	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2872.218367576599	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
2996.5179221630096	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3120.8889887332916	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3245.2643768787384	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3369.6348135471344	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3494.006920814514	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3618.3786816596985	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3742.6942501068115	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
3866.966070652008	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
3991.123206615448	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
4115.272861480713	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
4239.471163988113	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
4363.651647806168	-0.021176535304584437	-0.027197937399542228	-0.020672333406576145	-0.02175649085128172	-0.022805540706300746	-0.0204170176290224	-0.028375111499308908	-0.03326626644372372	-0.026028996994485572
4487.904542684555	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
4612.250181913376	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
4736.504970788956	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
4860.660897493362	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
4984.815543174744	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5109.069975137711	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5233.3478264808655	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5357.441626787186	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5481.598556280136	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5605.838211297989	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
5730.210821151733	-0.02106290283457811	-0.02704574479323447	-0.020539122299254215	-0.02162848713676453	-0.022685929512759904	-0.020314108440916	-0.02825446623054447	-0.03305864123587691	-0.025888932702610917
